doc_id;numero_convocatoria;nivel1;nivel2;descripcion;tipos_beneficiarios;sectores;tipo_convocatoria;importe;abierto;fecha_fin_solicitud;heuristic_relevance;heuristic_reason;relevance;annotator;notes
1125553;923992;LOCAL;GUARDAMAR DEL SEGURA;Subvención Nominativa a la Peña Cicloturista de Guardamar del Segura. Anualidad 2026.;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;Actividades deportivas;Concesión directa - instrumental;5500.0;False;31/12/2026;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125551;923990;LOCAL;POBLA DE VALLBONA, LA;Convocatoria de subvenciones en régimen de concurrencia competitiva destinadas a entidades sin ánimo de lucro para desarrollar proyectos y actividades festivas, ejercicio 2026;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;Otras actividades asociativas;Concurrencia competitiva - canónica;3901.03;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125550;923989;LOCAL;ALBUIXECH;Subvención Directa Reparaciones Altar - PARROQUIA NTRA SRA DE ALBUIXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | OTROS SERVICIOS;Concesión directa - instrumental;500.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125545;923984;LOCAL;ELIANA, L';SUBVENCIÓN ASOCIACIÓN DE FAMILIARES DE ENFERMOS MENTALES DE PATERNA, L’ELIANA Y SAN ANTONIO DE BENAGÉBER;;;;;;;;;0;me;
"(AFEMPES) 2026""";PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;Otras actividades de servicios sociales sin alojamiento;Concesión directa - instrumental;9000.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);;;;;0;me;
1125544;923983;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 PARROQUIA NTRA SRA. DE ALBUIXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | OTROS SERVICIOS;Concesión directa - instrumental;500.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125540;923979;LOCAL;BENIMODO;SUBVENCIÓN NOMINATIVA CLUB DE PADEL;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;750.0;False;30/11/2026;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125539;923978;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 ASOCIACIÓN CAMARERAS DE LA VIRGEN DE ALBUIXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | OTROS SERVICIOS;Concesión directa - instrumental;1000.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125537;923976;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 ANEM A L'ERMITA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO | OTROS SERVICIOS;Concesión directa - instrumental;1500.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125532;923971;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 ALBUIXECH ROCK A L'HORTA NORD ASSOCIACIÓ MUSICAL;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;500.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125528;923967;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 BATUCADA DE ALBUIXECH - BATUXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;2350.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125515;923954;LOCAL;ALBUIXECH;SUBVENCIÓN DIRECTA ECLIPSE TOTAL 2026 ASOC ASTRONÓMICA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;5000.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125512;923951;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 ASOC ASTRONÓMICA DE ALBUIXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;2350.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125509;923948;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 SOC PROTECTORA D'ANIMALS I PLANTES ARC DE SANT MARTÍ;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;OTROS SERVICIOS;Concesión directa - instrumental;1100.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125508;923947;LOCAL;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CONVENIO REGULADOR DE LA SUBVENCIÓN EN ESPECIE CONCEDIDA POR EL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA AL AYUNTAMIENTO DE L’ALCÚDIA CONSISTENTE EN LA ENTREGA DE VEHÍCULOS POLICIALES DIRIGIDOS A REPONER O SUSTITUIR VEHÍCULOS SINIESTRADOS POR LA DANA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ADMINISTRACIÓN PÚBLICA Y DEFENSA;;;;;;;0;me;
1125496;923935;LOCAL;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CONVENIO REGULADOR DE LA SUBVENCIÓN EN ESPECIE CONCEDIDA POR EL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA AL AYUNTAMIENTO DE GUADASSUAR CONSISTENTE EN LA ENTREGA DE VEHÍCULOS POLICIALES DIRIGIDOS A REPONER O SUSTITUIR VEHÍCULOS SINIESTRADOS POR LA DANA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ADMINISTRACIÓN PÚBLICA Y DEFENSA;;;;;;;0;me;
1125493;923932;LOCAL;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CONVENIO REGULADOR DE LA SUBVENCIÓN EN ESPECIE CONCEDIDA POR EL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA AL AYUNTAMIENTO DE CHESTE CONSISTENTE EN LA ENTREGA DE VEHÍCULOS POLICIALES DIRIGIDOS A REPONER O SUSTITUIR VEHÍCULOS SINIESTRADOS POR LA DANA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ADMINISTRACIÓN PÚBLICA Y DEFENSA;;;;;;;0;me;
1125491;923930;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 ASOCIACIÓN JUBILADOS ALBUIXECH;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;1650.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125486;923925;LOCAL;ALGEMESÍ;III CERTAMEN GASTRONÓMICO DE RABO DE TORO;PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA;Actividades de bibliotecas, archivos, museos y otras actividades culturales;Concurrencia competitiva - canónica;1900.0;False;11/09/2026;0;premio/certamen/concurso, no es ayuda económica a la actividad empresarial;0;me;
1125474;923913;LOCAL;PILAR DE LA HORADADA;CONVOCATORIA DE AYUDAS A LA POBLACIÓN JOVEN EMANCIPADA DE ENTRE 18 Y 35 AÑOS DE PILAR DE LA HORADADA, EJERCICIO 2026.;PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;OTROS SERVICIOS;Concesión directa - canónica;6000.0;False;04/10/2026;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125473;923912;LOCAL;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CONVENIO REGULADOR DE LA SUBVENCIÓN EN ESPECIE CONCEDIDA POR EL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA AL AYUNTAMIENTO DE SEDAVÍ CONSISTENTE EN LA ENTREGA DE VEHÍCULOS POLICIALES DIRIGIDOS A REPONER O SUSTITUIR VEHÍCULOS SINIESTRADOS POR LA DANA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ADMINISTRACIÓN PÚBLICA Y DEFENSA;;;;;;;0;me;
1125468;923907;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 FALLA REI EN JAUME I;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;2500.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125460;923899;LOCAL;ALMASSORA;SUBVENCIÓN NOMINATIVA 2026 ALMASSORA CLUB PATÍ;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;Actividades deportivas;Concesión directa - instrumental;13654.38;False;05/08/2026;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125458;923897;LOCAL;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CONVENIO REGULADOR DE LA SUBVENCIÓN EN ESPECIE CONCEDIDA POR EL AYUNTAMIENTO DE CASTELLÓN DE LA PLANA AL AYUNTAMIENTO DE REQUENA CONSISTENTE EN LA ENTREGA DE VEHÍCULOS POLICIALES DIRIGIDOS A REPONER O SUSTITUIR VEHÍCULOS SINIESTRADOS POR LA DANA;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ADMINISTRACIÓN PÚBLICA Y DEFENSA;;;;;;;0;me;
1125454;923893;LOCAL;ALBUIXECH;Subvención Nominativa Presupuesto 2026 FALLA SANT RAMÓN;PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA;ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO;Concesión directa - instrumental;2750.0;False;;0;beneficiario no empresarial (asociación/ayuntamiento/parroquia/club/...);0;me;
1125452;923891;LOCAL;ALGEMESÍ;XXXII PREMIO PINTURA CIUTAT D'ALGEMESÍ;PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA;Actividades de bibliotecas, archivos, museos y otras actividades culturales;Concurrencia competitiva - canónica;6000.0;False;21/10/2026;0;premio/certamen/concurso, no es ayuda económica a la actividad empresarial;0;me;
